Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,Pistol Won,,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,Eco (won),4,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,$ (won),1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,$$ (won),0,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,$$$ (won),18,10
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,Pistol Won,,2
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,Eco (won),2,2
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,$ (won),1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,$$ (won),9,5
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,$$$ (won),11,6
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,Pistol Won,,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,Eco (won),3,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,$ (won),3,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,$$ (won),4,2
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,$$$ (won),10,4
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,Pistol Won,,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,Eco (won),3,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,$ (won),1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,$$ (won),6,5
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,$$$ (won),10,7
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,Pistol Won,,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,Eco (won),7,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,$ (won),4,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,$$ (won),4,2
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,$$$ (won),28,14
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,Pistol Won,,3
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,Eco (won),5,3
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,$ (won),2,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,$$ (won),15,10
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,$$$ (won),21,13
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,Eco (won),3,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,$ (won),2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,$$ (won),6,3
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,$$$ (won),13,6
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,Pistol Won,,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,Eco (won),4,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,$$ (won),2,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,$$$ (won),18,10
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,$$ (won),5,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,$$$ (won),15,10
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,$ (won),3,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,$$ (won),4,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,$$$ (won),13,6
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,Eco (won),2,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,$$ (won),3,3
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,$$$ (won),14,8
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,Pistol Won,,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,Eco (won),3,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,$ (won),2,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,$$ (won),7,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,$$$ (won),7,3
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,Pistol Won,,5
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,Eco (won),8,5
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,$ (won),2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,$$ (won),14,8
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,$$$ (won),42,24
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,Eco (won),10,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,$ (won),5,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,$$ (won),13,6
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,$$$ (won),38,19
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,Eco (won),2,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,$$ (won),5,5
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,$$$ (won),10,6
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,Pistol Won,,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,Eco (won),4,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,$$ (won),4,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,$$$ (won),8,4
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,Eco (won),3,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,$$ (won),5,3
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,$$$ (won),16,6
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,$$ (won),6,3
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,$$$ (won),14,9
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,$ (won),2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,$$ (won),4,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,$$$ (won),15,8
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,Eco (won),4,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,$$ (won),6,3
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,$$$ (won),14,9
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,Pistol Won,,4
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,Eco (won),8,5
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,$ (won),2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,$$ (won),14,10
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,$$$ (won),41,20
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,Eco (won),11,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,$ (won),2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,$$ (won),16,6
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,$$$ (won),36,22
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,Eco (won),3,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,$$ (won),2,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,$$$ (won),17,10
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,$ (won),3,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,$$ (won),3,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,$$$ (won),14,8
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,Pistol Won,,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,Eco (won),4,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,$$ (won),3,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,$$$ (won),17,12
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,Eco (won),2,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,$$ (won),7,3
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,$$$ (won),14,6
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,Eco (won),7,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,$$ (won),5,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,$$$ (won),34,22
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,Pistol Won,,3
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,Eco (won),5,3
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,$ (won),4,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,$$ (won),10,4
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,$$$ (won),28,14
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,$$ (won),2,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,$$$ (won),13,10
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,FNATIC,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,FNATIC,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,FNATIC,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,FNATIC,$$ (won),7,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,FNATIC,$$$ (won),7,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,Eco (won),4,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,$ (won),0,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,$$ (won),5,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,$$$ (won),11,5
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,FNATIC,Pistol Won,,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,FNATIC,Eco (won),3,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,FNATIC,$ (won),2,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,FNATIC,$$ (won),3,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,FNATIC,$$$ (won),12,9
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,Pistol Won,,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,Eco (won),4,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,$$ (won),6,3
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,$$$ (won),12,7
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,FNATIC,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,FNATIC,Eco (won),2,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,FNATIC,$ (won),2,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,FNATIC,$$ (won),5,3
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,FNATIC,$$$ (won),14,7
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,Pistol Won,,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,Eco (won),11,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,$ (won),1,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,$$ (won),13,6
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,$$$ (won),36,22
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,Pistol Won,,4
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,Eco (won),8,4
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,$ (won),5,2
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,$$ (won),15,7
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,$$$ (won),33,18
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,Pistol Won,,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,Eco (won),3,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,$ (won),1,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,$$ (won),6,3
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,$$$ (won),6,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,EDward Gaming,Pistol Won,,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,EDward Gaming,Eco (won),2,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,EDward Gaming,$ (won),1,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,EDward Gaming,$$ (won),2,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,EDward Gaming,$$$ (won),11,9
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,Pistol Won,,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,Eco (won),3,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,$ (won),0,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,$$ (won),1,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,$$$ (won),15,11
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,EDward Gaming,Pistol Won,,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,EDward Gaming,Eco (won),3,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,EDward Gaming,$ (won),2,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,EDward Gaming,$$ (won),6,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,EDward Gaming,$$$ (won),8,3
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,Pistol Won,,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,Eco (won),4,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,$ (won),2,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,$$ (won),2,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,$$$ (won),20,12
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,EDward Gaming,Pistol Won,,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,EDward Gaming,Eco (won),2,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,EDward Gaming,$ (won),1,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,EDward Gaming,$$ (won),6,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,EDward Gaming,$$$ (won),19,9
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,Team Liquid,Pistol Won,,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,Team Liquid,Eco (won),10,2
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,Team Liquid,$ (won),3,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,Team Liquid,$$ (won),9,6
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,Team Liquid,$$$ (won),41,23
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,EDward Gaming,Pistol Won,,5
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,EDward Gaming,Eco (won),7,5
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,EDward Gaming,$ (won),4,1
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,EDward Gaming,$$ (won),14,5
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,All Maps,EDward Gaming,$$$ (won),38,21
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Xi Lai Gaming,Pistol Won,,0
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Xi Lai Gaming,Eco (won),4,1
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Xi Lai Gaming,$ (won),0,0
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Xi Lai Gaming,$$ (won),4,2
